Countries,Years,Status,Lifeexpectancy,AdultMortality,infantdeaths,Alcohol,HepatitisBVacc,Measles,BMI>25%,under-fivedeaths,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources,Schooling
CostaRica,467,0,79.2,97,1,3.34,91,0,57.5,1,90,9.56,91,0.1,1.8,1.7,0.758,13.6
CostaRica,468,0,79,98,1,3.41,84,0,56.5,1,82,9.73,85,0.1,1.8,1.7,0.752,13.4
CostaRica,469,0,78.1,106,1,3.58,89,0,55.5,1,93,9.66,88,0.1,1.8,1.8,0.749,13.3
CostaRica,470,0,79.2,96,1,4.07,87,0,54.4,1,80,9.69,86,0.1,1.9,1.8,0.747,13.1
CostaRica,471,0,78.9,99,1,4.22,89,0,53.4,1,89,9.1,90,0.1,1.9,1.8,0.74,12.9
CostaRica,472,0,78.9,93,1,4.2,89,0,52.4,1,89,8.37,89,0.1,1.9,1.9,0.734,12.8
CostaRica,473,0,78,106,1,4.15,88,0,51.4,1,89,7.82,89,0.1,2,1.9,0.727,12.6
CostaRica,474,0,78.6,97,1,4.1,90,1,50.3,1,91,7.74,91,0.1,2,2,0.723,12.4
CostaRica,475,0,77.7,102,1,4.09,89,0,49.3,1,90,7.8,90,0.1,2.1,2,0.719,12.2
CostaRica,476,0,78,100,1,4.04,86,1,48.3,1,88,8.45,88,0.1,2.2,2.1,0.715,12.1
CostaRica,477,0,78.3,99,1,4.17,94,0,47.3,1,94,8.23,94,0.1,2.2,2.2,0.712,11.9
CostaRica,478,0,77.5,100,1,4.29,80,0,46.4,1,92,7.25,91,0.1,2.3,2.2,0.708,11.7
CostaRica,479,0,77.6,98,1,4.34,89,0,45.4,1,80,7.12,88,0.1,2.4,2.3,0.702,11.6
Croatia,480,1,77.8,97,0,12.14,95,0,63.1,0,95,7.8,95,0.1,1.5,1.5,0.82,15.1
Croatia,481,1,77.7,97,0,12.39,96,0,62.5,0,96,7.83,96,0.1,1.5,1.5,0.817,14.9
Croatia,482,1,77.1,104,0,11.49,98,2,61.9,0,96,7.8,96,0.1,1.5,1.5,0.815,14.6
Croatia,483,1,77,104,0,12.19,97,12,61.3,0,96,7.8,96,0.1,1.6,1.5,0.808,14.5
Croatia,484,1,76.6,106,0,12.1,97,7,60.6,0,97,8.25,97,0.1,1.6,1.6,0.803,14.2
Croatia,485,1,76.3,109,0,12.21,97,2,60,0,96,8.18,96,0.1,1.7,1.6,0.803,14.2
Croatia,486,1,76,116,0,12.06,97,51,59.4,0,96,7.7,96,0.1,1.7,1.7,0.8,14.3
Croatia,487,1,75.8,114,0,12.56,95,0,58.7,0,96,7.44,96,0.1,1.8,1.7,0.793,14.3
Cuba,488,0,79,93,1,4.37,97,0,60.7,1,99,11.6,99,0.1,3.4,3.3,0.772,14
Cuba,489,0,78.7,96,1,4.18,96,0,59.9,1,99,9.48,99,0.1,3.4,3.3,0.773,14.7
Cuba,490,0,78.7,96,1,4.16,96,0,59.2,1,98,8.59,99,0.1,3.4,3.2,0.778,15.7
Cuba,491,0,78.8,92,1,4.14,96,0,58.4,1,99,10.6,97,0.1,3.4,3.2,0.78,16.5
Cuba,492,0,78,98,1,4.13,96,0,57.7,1,99,10.19,96,0.1,3.4,3.2,0.784,17.6
Cuba,493,0,78.1,101,1,4.01,96,0,56.9,1,99,11.78,96,0.1,3.4,3.2,0.782,17.7
Cuba,494,0,77.9,102,1,4.26,95,0,56.2,1,99,10.79,95,0.1,3.4,3.2,0.771,17.1
Cuba,495,0,78.1,104,1,4.13,93,0,55.4,1,99,10.42,93,0.1,3.4,3.2,0.754,16
Cuba,496,0,78,104,1,4.17,89,0,54.6,1,99,7.67,89,0.1,3.4,3.2,0.732,14.7
Cuba,497,0,77.2,109,1,4.48,95,0,53.8,1,99,9.39,89,0.1,3.4,3.3,0.719,14.2
Cuba,498,0,77.3,107,1,4.38,99,0,53,1,98,6.14,88,0.1,3.4,3.3,0.705,13.2
Cuba,499,0,77.4,108,1,4.39,99,0,52.1,1,98,6.31,72,0.1,3.5,3.3,0.694,12.9
Cuba,500,0,77.7,109,1,4.1,98,0,51.3,1,98,6.5,99,0.1,3.5,3.3,0.692,12.5
Cuba,501,0,76.7,115,1,4.04,98,0,50.4,1,99,6.27,98,0.1,3.6,3.4,0.686,12.3
Cuba,502,0,76.9,115,1,3.92,98,0,49.4,1,98,6.7,95,0.1,3.6,3.4,0.679,12.1
Cyprus,503,1,83,53,0,0.01,96,10,59.8,0,99,7.37,99,0.1,0.9,1,0.85,14
Cyprus,504,1,81,54,0,9.04,96,0,59.2,0,99,7.46,99,0.1,0.9,1,0.85,13.8
Cyprus,505,1,80,56,0,10.55,96,1,58.7,0,99,7.44,99,0.1,0.9,1,0.85,13.8
Cyprus,506,1,79.7,57,0,10.69,96,0,58.3,0,99,7.54,99,0.1,0.9,1,0.847,13.8
Cyprus,507,1,79.5,59,0,11.32,96,18,57.8,0,99,7.23,99,0.1,0.9,1,0.853,14.6
Cyprus,508,1,79.3,60,0,10.8,96,0,57.3,0,99,7.4,99,0.1,0.9,1,0.849,14.1
Cyprus,509,1,79.1,62,0,12.01,93,1,56.8,0,97,6.89,97,0.1,0.9,1,0.844,13.7
Cyprus,510,1,78.9,63,0,11.56,93,0,56.3,0,97,6.5,97,0.1,0.9,1,0.836,13.5
Cyprus,511,1,78.8,64,0,11.47,93,0,55.8,0,97,6.28,97,0.1,0.9,1,0.829,13.4
Cyprus,512,1,78.7,65,0,11.41,88,1,55.3,0,98,6.37,98,0.1,0.9,1,0.826,13.5
Cyprus,513,1,78.6,65,0,13.03,88,0,54.8,0,98,6.42,98,0.1,0.9,1,0.823,13.4
Cyprus,514,1,78.5,66,0,10.62,88,0,54.3,0,98,6.83,98,0.1,0.9,1,0.815,13
Cyprus,515,1,78.4,68,0,11.68,88,0,53.8,0,98,6.12,98,0.1,0.9,1,0.805,12.5
Cyprus,516,1,78.2,69,0,10.16,89,0,53.3,0,97,5.78,97,0.1,0.9,1,0.8,12.4
Cyprus,517,1,78.1,70,0,9.56,89,0,52.8,0,97,5.77,97,0.1,0.9,1,0.798,12.5
Djibouti,518,0,63,252,1,0.38,78,0,34.4,1,78,10.57,78,2.1,5.6,5.4,0.467,6.3
Djibouti,519,0,62.7,256,1,0.53,82,28,33.8,2,82,9.14,82,2.1,5.6,5.4,0.464,6.3
Djibouti,520,0,62.2,263,1,0.52,81,709,33.2,2,81,8.95,81,1.9,5.6,5.5,0.46,6.3
Djibouti,521,0,61.8,268,1,0.39,87,49,32.7,2,87,8.71,87,2.7,5.6,5.5,0.451,5.9
Djibouti,522,0,61.3,273,1,0.44,88,7,32.2,2,88,8.84,88,3.1,5.6,5.6,0.441,5.5
Djibouti,523,0,69,279,1,0.49,89,48,31.7,2,89,8.37,89,3.2,5.7,5.6,0.436,5.3
Djibouti,524,0,62,289,1,0.49,88,143,31.3,2,89,8.5,89,3.3,5.7,5.6,0.427,5
Djibouti,525,0,59.8,296,1,0.45,25,24,30.9,2,88,7.72,88,3.5,5.8,5.7,0.416,4.5
DominicanRepublic,526,0,73.6,154,6,5.92,89,0,57.9,7,90,4.38,91,0.3,3.3,3.2,0.712,13.2
DominicanRepublic,527,0,73.4,157,6,5.93,80,0,56.8,7,82,4.12,83,0.3,3.3,3.2,0.709,13.2
DominicanRepublic,528,0,72.1,174,6,5.93,74,0,55.8,7,85,4.26,85,0.4,3.3,3.2,0.706,13.1
DominicanRepublic,529,0,73.1,160,6,5.91,80,2,54.7,7,84,4.22,84,0.7,3.3,3.2,0.703,13
DominicanRepublic,530,0,72.7,166,6,6.02,83,0,53.6,8,85,4.6,88,0.9,3.3,3.3,0.697,12.9
DominicanRepublic,531,0,73.6,157,6,6.05,80,0,52.6,8,85,4.41,82,1.2,3.4,3.3,0.695,12.9
DominicanRepublic,532,0,73.3,161,6,6.12,81,0,51.5,8,86,4.2,82,1.4,3.4,3.3,0.692,12.8
DominicanRepublic,533,0,72.9,164,6,6.05,81,0,50.4,8,86,4.34,85,1.6,3.4,3.4,0.685,12.7
DominicanRepublic,534,0,72.3,178,7,6.2,84,0,49.3,8,88,4.34,89,1.8,3.5,3.4,0.677,12.6
DominicanRepublic,535,0,69.7,208,7,5.71,87,0,48.2,8,86,4.26,87,2,3.5,3.4,0.668,12.6
DominicanRepublic,536,0,69.3,214,7,5.16,82,0,47.2,8,66,4.28,79,2.1,3.6,3.5,0.666,12.5
DominicanRepublic,537,0,73,220,7,6.32,79,0,46.1,8,65,5.53,79,2.3,3.6,3.5,0.665,12.4
DominicanRepublic,538,0,71.4,189,7,6.43,63,0,45.1,8,74,5.79,82,2.4,3.7,3.6,0.66,12.3
DominicanRepublic,539,0,71.2,188,7,6.13,66,113,44.1,9,71,5.59,72,2.5,3.8,3.6,0.656,12.3
DominicanRepublic,540,0,72,176,7,6.58,68,253,43.1,9,71,5.9,78,2.5,3.8,3.7,0.651,12.2
Ecuador,541,0,76,121,6,3.82,83,0,53.5,7,84,9.16,83,0.1,1.2,1.1,0.737,14
Ecuador,542,0,76,121,6,3.77,87,0,52.8,8,87,7.29,87,0.1,1.3,1.1,0.725,13.4
Ecuador,543,0,75.5,127,7,3.92,88,72,52.1,8,85,6.48,87,0.1,1.3,1.2,0.717,13.3
Ecuador,544,0,75.3,131,7,3.99,88,257,51.4,8,85,5.92,88,0.1,1.3,1.2,0.71,13.2
Ecuador,545,0,75,134,7,3.95,90,0,50.7,8,88,5.9,91,0.1,1.3,1.2,0.703,13.1
Ecuador,546,0,75.1,137,7,3.87,91,0,50,8,91,5.58,94,0.1,1.3,1.2,0.702,13.1
Ecuador,547,0,74.6,139,7,3.76,93,1,49.3,9,94,5.66,96,0.1,1.3,1.2,0.698,13
Ecuador,548,0,74.7,140,7,3.63,94,0,48.6,9,95,5.94,96,0.2,1.4,1.3,0.696,12.9
Ecuador,549,0,74.4,144,8,3.52,96,0,47.9,9,92,5.86,96,0.3,1.4,1.3,0.693,12.8
Ecuador,550,0,74.2,151,8,3.54,92,0,47.2,9,89,5.87,92,0.3,1.4,1.3,0.688,12.8
Ecuador,551,0,74.4,148,8,3.65,88,0,46.5,9,90,6.22,88,0.3,1.5,1.3,0.682,12.7
Ecuador,552,0,74.4,151,8,3.69,82,0,45.8,10,97,6.46,87,0.3,1.5,1.4,0.679,12.6
Ecuador,553,0,73.6,157,8,3.88,75,0,45.1,10,88,4.62,88,0.3,1.5,1.4,0.675,12.5
Ecuador,554,0,73.4,158,9,4.13,69,2,44.3,10,90,3.86,89,0.3,1.6,1.5,0.67,12.4
Ecuador,555,0,72.8,163,9,3.99,36,0,43.6,11,83,3.38,87,0.3,1.6,1.5,0.668,12.4
Egypt,556,0,78,161,53,0.21,94,1314,60.2,62,94,5.64,94,0.1,2.8,2.8,0.686,13.1
Egypt,557,0,79,159,54,0.21,97,405,59.4,63,97,5.46,97,0.1,2.9,2.8,0.681,12.8
Egypt,558,0,72,165,54,0.23,93,245,58.6,64,93,5.29,93,0.1,2.9,2.8,0.673,12.4
Egypt,559,0,74,168,55,0.22,96,26,57.8,64,96,5.4,96,0.1,2.9,2.9,0.671,12.4
Egypt,560,0,70,173,54,0.22,97,16,57,64,97,4.8,97,0.1,3,2.9,0.665,12.2
Egypt,561,0,69.9,174,54,0.21,97,608,56.2,64,97,5.1,97,0.1,3,3,0.659,12
Egypt,562,0,69.8,172,54,0.24,97,668,55.5,65,97,4.82,97,0.1,3.1,3,0.651,11.9
Egypt,563,0,69.7,171,55,0.21,98,1684,54.8,65,98,4.95,98,0.1,3.1,3.1,0.644,11.7
Egypt,564,0,69.5,175,55,0.18,98,953,54.2,66,98,5.24,98,0.1,3.2,3.1,0.636,11.5
Egypt,565,0,69.4,174,56,0.16,98,77,53.5,68,98,5.6,98,0.1,3.2,3.2,0.629,11.4
Egypt,566,0,69,176,57,0.16,97,80,52.9,70,97,5.21,97,0.1,3.3,3.2,0.623,11.2
Egypt,567,0,68.6,178,59,0.15,98,164,52.3,72,98,5.41,98,0.1,3.3,3.3,0.621,11.3
Egypt,568,0,68.7,177,61,0.15,97,653,51.8,75,97,5.97,97,0.1,3.4,3.4,0.617,11.2
Egypt,569,0,68.6,177,63,0.14,99,2150,51.2,78,99,5.75,99,0.1,3.5,3.4,0.612,11.1
Egypt,570,0,68.8,171,65,0.14,98,2633,50.7,82,98,5.55,98,0.1,3.6,3.5,0.606,11
ElSalvador,571,0,73.3,181,2,2.52,93,0,55.4,2,93,6.77,94,0.2,1.6,1.6,0.676,13.2
ElSalvador,572,0,73,184,2,2.42,92,0,54.7,2,92,6.95,92,0.2,1.6,1.6,0.675,13.2
ElSalvador,573,0,73,181,2,2.48,92,0,54.1,2,93,6.7,92,0.3,1.6,1.6,0.67,13.2
ElSalvador,574,0,72,197,2,2.37,89,0,53.4,2,90,6.81,89,0.3,1.7,1.6,0.666,13
ElSalvador,575,0,72,191,2,2.36,89,0,52.8,2,89,6.91,89,0.3,1.7,1.6,0.662,12.9
ElSalvador,576,0,71.4,203,2,2.55,91,0,52.1,2,91,6.83,91,0.3,1.7,1.6,0.662,12.8
ElSalvador,577,0,71.7,194,2,2.68,98,0,51.4,3,98,6.21,98,0.3,1.8,1.7,0.659,13.4
ElSalvador,578,0,71.2,203,2,2.83,99,0,50.8,3,99,6.32,99,0.3,1.8,1.7,0.657,12.9
ElSalvador,579,0,75,211,3,2.77,96,0,50.1,3,96,6.68,96,0.2,1.8,1.7,0.651,12.9
ElSalvador,580,0,71,213,3,2.77,89,0,49.4,3,89,7.19,89,0.2,1.9,1.8,0.644,12.7
ElSalvador,581,0,70,215,3,2.9,90,0,48.6,3,90,7.3,90,0.3,1.9,1.8,0.636,12.4
ElSalvador,582,0,69.9,209,3,3.1,94,0,47.8,4,93,7.61,94,0.3,2,1.9,0.628,12
ElSalvador,583,0,73,204,3,2.97,81,0,47,4,81,7.9,81,0.4,2,1.9,0.621,11.8
ElSalvador,584,0,68.9,219,4,2.88,75,2,46.2,4,94,8.2,92,0.4,2.1,2,0.615,11.6
ElSalvador,585,0,69,218,4,2.79,99,0,45.3,5,98,8.17,99,0.4,2.1,2,0.607,11.3
EquatorialGuinea,586,0,57.9,320,3,0.01,20,13,24,4,24,3.8,20,4.4,8.5,8.4,0.582,9.2
Eritrea,587,0,64.4,261,5,0.01,94,127,18,8,94,3.34,94,0.4,8.5,8.3,0.416,5
Eritrea,588,0,64,266,6,0.01,94,45,17.5,8,94,3.1,94,0.5,8.6,8.4,0.414,5
Eritrea,589,0,63.6,274,6,0.01,94,194,17,8,94,2.98,94,0.6,8.7,8.6,0.41,5
Eritrea,590,0,62.9,286,6,0.62,96,48,16.5,8,96,3.6,96,0.7,8.8,8.7,0.405,5
Eritrea,591,0,62.1,298,6,0.61,90,51,16,9,9,3.24,90,0.9,8.9,8.8,0.404,5.1
Eritrea,592,0,61.4,311,6,0.63,92,82,15.5,9,92,3.3,92,1,9,8.9,0.402,5.2
Eritrea,593,0,67,322,6,0.49,94,0,15.1,9,94,3.69,94,1.1,9.1,9.1,0.406,5.2
Eritrea,594,0,62,329,6,1.23,91,55,14.7,9,91,3.29,91,1.3,9.2,9.2,0.405,5.3
Eritrea,595,0,59.7,336,7,0.97,94,128,14.3,9,94,3.3,94,1.4,9.3,9.3,0.405,5.3
Estonia,596,0,77.3,122,0,0.01,93,0,59.4,0,93,6.38,93,0.1,1.9,1.9,0.86,16.5
Estonia,597,0,76.9,127,0,0.01,93,2,59,0,94,6.48,94,0.1,1.9,1.9,0.856,16.5
Estonia,598,0,76.3,135,0,0.01,94,4,58.5,0,94,6.36,94,0.1,1.9,1.9,0.85,16.5
Estonia,599,0,76.1,138,0,0.01,94,7,58,0,93,5.83,93,0.1,1.9,2,0.838,16.4
Estonia,600,0,75.6,137,0,14.97,94,0,57.6,0,94,6.25,94,0.1,1.9,2,0.833,16.2
Estonia,601,0,74.9,156,0,15.04,95,0,57.1,0,95,6.93,95,0.1,2,2,0.836,16.1
Estonia,602,0,74.2,167,0,16.99,94,0,56.7,0,95,6.6,95,0.1,2,2.1,0.835,16.1
Estonia,603,0,73,189,0,17.87,95,1,56.3,0,95,5.16,95,0.1,2,2.1,0.829,16.1
Estonia,604,0,73,188,0,16.58,95,27,55.9,0,95,5.1,95,0.1,2.1,2.2,0.822,16.1
Estonia,605,0,72.8,189,0,15.52,95,2,55.5,0,96,5.2,96,0.1,2.1,2.2,0.812,15.9
Estonia,606,0,72.3,195,0,15.07,90,0,55.2,0,95,5.13,94,0.1,2.2,2.3,0.805,15.7
Ethiopia,607,0,64.2,234,140,0.01,77,12739,17.2,202,75,4.88,77,0.6,10.5,10.3,0.435,8.4
Ethiopia,608,0,63.7,237,145,1.86,72,5253,16.8,211,70,5.19,72,0.9,10.6,10.4,0.427,8.4
Ethiopia,609,0,63.3,241,150,1.84,69,4347,16.4,221,70,5.77,69,1.2,10.7,10.5,0.422,8.4
Ethiopia,610,0,62.6,249,156,1.32,65,3255,16,231,70,6.55,65,1.4,10.9,10.6,0.411,8.2
Ethiopia,611,0,61.8,261,162,1.34,62,4235,15.6,243,69,6.86,61,1.7,11,10.7,0.401,8.1
Ethiopia,612,0,68,274,169,1.17,56,1176,15.3,256,65,4.41,58,2,11.1,10.8,0.393,8.1
Ethiopia,613,0,59.8,289,177,1.13,52,3511,14.9,270,63,4.28,54,2.4,11.2,10.9,0.378,7.6
Ethiopia,614,0,58.5,309,186,1.06,47,1446,14.5,286,61,4.69,50,2.8,11.3,11,0.362,7.1
Fiji,615,0,69.7,190,0,0.01,99,0,61.9,0,99,4.49,99,0.1,4,3.7,0.727,15.2
Fiji,616,0,69.6,192,0,0.01,99,0,61.1,0,99,4.26,99,0.1,4,3.7,0.719,15
Fiji,617,0,69.4,195,0,0.01,99,0,60.2,0,99,4.16,99,0.1,4,3.7,0.714,14.9
Fiji,618,0,69.2,197,0,0.01,99,0,59.5,0,99,4.6,99,0.1,4,3.7,0.709,14.7
Fiji,619,0,69.1,200,0,2.25,99,0,58.7,0,99,4.23,99,0.1,4,3.7,0.706,14.6
Fiji,620,0,68.9,203,0,2.31,99,1,58,0,99,4.26,99,0.1,4,3.7,0.704,14.5
Fiji,621,0,68.7,206,0,1.95,99,0,57.3,0,99,3.68,99,0.1,4,3.7,0.7,14.3
Fiji,622,0,68.6,209,0,2.09,99,0,56.6,0,99,3.74,99,0.1,4.1,3.8,0.698,14.2
Fiji,623,0,68.5,211,0,2.06,99,136,55.9,0,98,3.84,98,0.1,4.1,3.8,0.695,14
Fiji,624,0,68.3,214,0,2.02,99,0,55.1,0,97,3.61,96,0.1,4.1,3.8,0.699,13.9
Fiji,625,0,68.1,218,0,1.63,99,37,54.2,0,96,3.61,95,0.1,4.2,3.9,0.691,13.4
Fiji,626,0,68,220,0,1.76,99,305,53.2,0,95,3.35,94,0.1,4.2,3.9,0.689,13.3
Fiji,627,0,67.9,220,0,1.85,99,304,52.2,0,94,3.48,93,0.1,4.2,3.9,0.687,13.3
Fiji,628,0,67.8,221,0,1.93,98,17,51.2,0,92,3.28,91,0.1,4.3,4,0.683,13.2
Fiji,629,0,67.7,221,0,2.05,98,0,50.2,0,91,3.87,90,0.1,4.3,4,0.681,13.1
France,630,0,82.2,79,3,11.5,83,267,62,3,98,11.54,98,0.1,0.6,0.6,0.89,16.2
France,631,0,82,81,3,11.1,74,272,61.6,3,99,11.56,99,0.1,0.6,0.6,0.887,16.2
France,632,0,81.5,83,3,11.5,78,0,61.1,3,99,11.44,99,0.1,0.6,0.6,0.885,16.1
France,633,0,81.7,83,3,11.8,74,14949,60.6,3,99,11.33,99,0.1,0.6,0.6,0.882,16.1
France,634,0,81.3,86,3,11.7,65,5048,60.1,3,99,11.2,99,0.1,0.6,0.6,0.879,16
France,635,0,81.1,88,3,11.8,51,1541,59.6,3,98,11.28,98,0.1,0.6,0.6,0.879,16
France,636,0,89,88,3,11.9,47,604,59.1,3,98,10.57,98,0.1,0.6,0.6,0.877,16.1
France,637,0,89,89,3,12.2,42,39,58.6,3,99,10.45,98,0.1,0.6,0.6,0.873,16.1
France,638,0,86,92,3,12.4,39,40,58,4,99,10.53,99,0.1,0.6,0.6,0.87,16.1
France,639,0,81,93,3,12.2,35,36,57.5,4,98,10.6,98,0.1,0.6,0.6,0.86,15.5
France,640,0,82,94,3,13.18,35,4448,57,4,99,10.53,98,0.1,0.6,0.6,0.857,15.5
France,641,0,79.3,99,3,13.49,28,0,56.4,4,96,10.43,97,0.1,0.6,0.6,0.852,15.4
France,642,0,79.2,101,3,13.78,29,5185,55.8,4,97,10.22,97,0.1,0.7,0.6,0.851,15.5
France,643,0,79,103,3,13.89,28,0,55.2,4,98,9.89,97,0.1,0.7,0.6,0.849,15.6
France,644,0,78.8,103,3,13.63,26,10000,54.6,4,98,9.77,97,0.1,0.7,0.6,0.844,15.7
Gabon,645,0,65.5,237,2,0.01,70,33,35.8,3,68,3.44,70,2.8,6.1,6,0.687,12.6
Gabon,646,0,64.6,255,2,8.86,79,122,35.2,3,77,3.98,79,3.7,6.2,6.1,0.678,12.5
Gabon,647,0,63.5,276,2,8.3,82,2,34.6,3,80,3.13,82,4.9,6.3,6.2,0.669,12.5
Gabon,648,0,62.8,289,2,8.9,75,2,34.1,3,75,3.12,75,6,6.4,6.3,0.664,12.5
Gabon,649,0,62.3,294,2,8.85,67,1,33.5,3,68,3.41,67,7,6.5,6.4,0.66,12.5
Gabon,650,0,61.7,301,2,8.64,79,0,33,3,74,3.43,76,8,6.7,6.5,0.652,12.4
Gabon,651,0,61.6,298,2,8.75,82,3,32.4,3,81,2.54,82,8.9,6.8,6.6,0.651,12.4
Gabon,652,0,61.6,291,2,9.02,75,0,31.9,3,78,2.86,81,10,6.9,6.8,0.645,12.4
Gabon,653,0,61.4,288,2,8.01,52,90,31.4,3,44,2.88,45,10.7,7.1,6.9,0.646,12.4
Gabon,654,0,65,307,2,7.72,28,0,30.8,3,44,2.76,45,10.9,7.2,7.1,0.64,12.4
Gambia,655,0,68,266,3,0.01,96,1,26.7,5,97,7.34,96,1.7,7.5,7.3,0.449,8.9
Gambia,656,0,66,266,3,0.01,97,0,26,5,96,6.49,97,1.6,7.6,7.5,0.445,8.9
Gambia,657,0,62,269,3,0.01,98,0,25.4,5,98,6.12,98,1.4,7.8,7.7,0.44,8.8
Gambia,658,0,59.8,277,3,3.41,96,0,24.8,5,95,6.24,96,1.8,8,7.9,0.441,8.7
Gambia,659,0,59.3,284,3,3.48,97,2,24.1,6,97,5.75,97,2.1,8.2,8.1,0.439,8.8
Gambia,660,0,59,286,3,2.99,97,0,23.5,6,97,5.85,98,2.7,8.4,8.3,0.434,8.9
Gambia,661,0,58.7,287,3,2.79,98,0,22.8,6,96,5.95,96,3,8.6,8.5,0.426,8.6
Gambia,662,0,58.5,288,3,2.64,97,0,22.2,6,94,5.76,95,3.1,8.8,8.7,0.42,8.4
Gambia,663,0,58.2,288,3,2.93,95,0,21.5,6,94,5.52,95,3,9,8.9,0.415,8.1
Gambia,664,0,57.7,294,3,2.26,95,0,20.9,6,94,4.97,95,3,9.2,9.1,0.412,7.8
Gambia,665,0,57.3,296,3,2.51,95,0,20.3,6,88,4.35,87,2.9,9.4,9.3,0.404,7.6
Gambia,666,0,57,297,3,2.47,94,119,19.7,6,87,4.22,87,2.7,9.6,9.6,0.395,7.3
Gambia,667,0,56.6,298,3,2.08,92,32,19.1,6,86,3.75,87,2.5,9.8,9.8,0.392,7
Gambia,668,0,56.3,300,3,2.25,91,99,18.5,6,85,3.71,87,2.3,10,10,0.384,6.8
Gambia,669,0,55.9,303,3,2.18,91,336,18,6,84,3.61,80,2,10.2,10.2,0.377,6.5
Georgia,670,0,74.5,125,1,6.13,91,3188,55.3,1,91,7.42,91,0.1,2.7,2.8,0.759,13.5
Georgia,671,0,74.5,128,1,5.91,96,7872,54.4,1,94,7.25,93,0.1,2.7,2.8,0.755,13.5
Georgia,672,0,74.2,130,1,7.71,92,31,53.6,1,93,8.57,92,0.1,2.6,2.8,0.749,13.4
Georgia,673,0,73.9,127,1,8.14,89,64,52.8,1,88,9.38,94,0.1,2.6,2.8,0.742,13.3
Georgia,674,0,73.8,132,1,7.24,95,22,52,1,88,10.5,92,0.1,2.6,2.8,0.738,13.3
Georgia,675,0,73.2,133,1,6.66,54,23,51.3,1,93,10.19,88,0.1,2.6,2.8,0.734,12.8
Georgia,676,0,73.9,128,1,7.17,89,56,50.5,1,90,8.99,92,0.1,2.6,2.8,0.735,13.1
Georgia,677,0,74.4,120,1,8.65,94,44,49.9,1,88,8.17,98,0.1,2.7,2.9,0.722,12.5
Georgia,678,0,73.9,126,1,6.18,84,334,49.2,1,89,8.39,88,0.1,2.7,2.9,0.714,12.6
Georgia,679,0,73.9,128,1,4.7,79,1356,48.6,1,82,8.6,82,0.1,2.8,2.9,0.703,12.2
Georgia,680,0,72.3,134,1,3.74,64,6847,48.1,1,66,8.53,78,0.1,2.8,3,0.694,12
Georgia,681,0,72.7,132,1,3.36,48,216,47.5,2,74,8.49,75,0.1,2.9,3,0.684,11.8
Georgia,682,0,71.7,142,2,2.72,51,199,47,2,89,8.72,84,0.1,2.9,3,0.677,11.8
Georgia,683,0,73,121,2,2.76,61,35,46.5,2,83,7.82,87,0.1,3,3.1,0.673,11.7
Germany,684,1,89,69,2,11.03,88,443,61.9,3,94,11.3,95,0.1,1.1,1.1,0.92,17
Germany,685,1,86,71,2,10.94,88,1771,61.4,3,94,11.16,95,0.1,1.1,1.1,0.919,16.9
Germany,686,1,86,71,2,11.18,88,166,60.9,3,94,10.99,95,0.1,1.1,1.1,0.916,16.9
Germany,687,1,85,74,2,11.2,88,1607,60.4,3,94,10.93,95,0.1,1.1,1.1,0.912,16.8
Germany,688,1,81,76,2,11.2,88,780,59.9,3,94,11.25,95,0.1,1.1,1.1,0.907,16.7
Germany,689,1,80,79,2,11.22,88,574,59.5,3,95,11.4,96,0.1,1.1,1.1,0.906,16.7
Germany,690,1,79.9,80,2,11.36,87,917,59,3,95,10.39,96,0.1,1.1,1.1,0.903,16.6
Germany,691,1,79.8,82,3,11.5,86,567,58.5,3,95,10.18,96,0.1,1.1,1.1,0.898,16.6
Germany,692,1,79.6,84,3,11.76,87,2307,58,3,94,10.34,96,0.1,1.1,1.1,0.892,16.5
Germany,693,1,79.2,85,3,11.67,90,778,57.6,3,95,10.52,96,0.1,1.1,1.1,0.884,16.4
Germany,694,1,79.1,86,3,11.83,88,121,57.1,3,96,10.37,96,0.1,1.1,1.1,0.877,16.4
Germany,695,1,78.5,90,3,11.92,90,779,56.6,4,96,10.62,97,0.1,1.1,1.1,0.872,16.3
Germany,696,1,78.4,91,3,12.25,87,4657,56.1,4,97,10.4,93,0.1,1.2,1.1,0.867,16.3
Germany,697,1,78.3,92,3,12.46,86,6024,55.6,4,96,10.15,93,0.1,1.2,1.1,0.86,16.2
Germany,698,1,78,95,3,12.91,84,0,55.1,4,94,10.1,90,0.1,1.2,1.2,0.855,16.2
Ghana,699,0,62.1,253,37,0.01,98,124,28,54,93,3.56,98,0.8,6.4,6.3,0.576,11.7
Ghana,700,0,61.9,254,38,0.01,90,319,27.3,55,91,4.63,90,0.9,6.6,6.4,0.57,11.5
Ghana,701,0,61.6,257,39,0.01,92,1613,26.7,56,91,4.79,92,0.9,6.7,6.6,0.563,11.2
Ghana,702,0,61.2,263,40,1.64,91,120,26.1,58,91,4.81,91,1.3,6.9,6.8,0.554,10.9
Ghana,703,0,69,267,40,1.69,94,641,25.5,59,94,5.33,94,1.9,7.1,7,0.547,10.5
Ghana,704,0,66,271,41,1.76,94,101,24.9,60,94,5.17,94,2.1,7.3,7.2,0.542,10.4
